,season_year,gamekey,playid,gsisid,time,x,y,dis,o,dir,event,number,position,role,generalized_role,punting_returning_team,gsisid_injured,player_activity_derived,turnover_related,primary_impact_type,primary_partner_gsisid,primary_partner_activity_derived,friendly_fire,ball_snap,fair_catch,line_set,penalty_accepted,penalty_flag,play_submit,punt,punt_play,mph,injured_player,primary_partner_player,left_to_right
3945,2017,607,978,32406,2017-12-15 02:03:14.700,50.38999938964844,21.26000022888184,0.2800000011920929,119.7699966430664,255.66999816894528,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,5.727272764383718,False,False,False
3946,2017,607,978,32406,2017-12-15 02:03:14.800,50.06999969482422,21.15999984741211,0.33000001311302185,132.17999267578122,257.89999389648443,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,6.750000283220902,False,False,False
3947,2017,607,978,32406,2017-12-15 02:03:14.400,51.08000183105469,21.520000457763672,0.18000000715255735,95.04000091552734,245.8800048828125,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,3.6818183363023094,False,False,False
3948,2017,607,978,32406,2017-12-15 02:03:17.000,36.290000915527344,22.489999771118164,0.75,205.0800018310547,285.0299987792969,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,15.340909125,False,False,False
3949,2017,607,978,32406,2017-12-15 02:03:17.100,35.56999969482422,22.70000076293945,0.75,203.97999572753903,285.3800048828125,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,15.340909125,False,False,False
3950,2017,607,978,32406,2017-12-15 02:03:16.800,37.72999954223633,22.090000152587887,0.7599999904632568,206.91999816894528,283.9200134277344,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,15.545454384930252,False,False,False
3951,2017,607,978,32406,2017-12-15 02:03:16.900,37.0099983215332,22.299999237060547,0.75,206.22000122070315,284.489990234375,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,15.340909125,False,False,False
3963,2017,607,978,32406,2017-12-15 02:03:14.500,50.88999938964844,21.43000030517578,0.20999999344348907,101.16000366210936,249.8600006103516,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,4.295454420889548,False,False,False
3964,2017,607,978,32406,2017-12-15 02:03:15.100,48.84000015258789,20.8700008392334,0.479999989271164,166.88999938964844,263.45999145507807,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,9.818181620546534,False,False,False
3965,2017,607,978,32406,2017-12-15 02:03:15.200,48.34000015258789,20.770000457763672,0.5,175.6999969482422,265.02999877929693,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.22727275,False,False,False
3966,2017,607,978,32406,2017-12-15 02:03:14.900,49.72000122070313,21.06999969482421,0.3700000047683716,144.77999877929688,259.67999267578125,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,7.5681819325348725,False,False,False
3967,2017,607,978,32406,2017-12-15 02:03:15.000,49.29999923706055,20.979999542236328,0.4300000071525574,156.6199951171875,261.64999389648443,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,8.795454711302309,False,False,False
3968,2017,607,978,32406,2017-12-15 02:03:17.400,33.439998626708984,23.309999465942386,0.7300000190734862,201.94000244140625,286.0,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.93181860513949,False,False,False
3969,2017,607,978,32406,2017-12-15 02:03:17.500,32.740001678466804,23.5,0.7300000190734862,201.41999816894528,286.25,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.93181860513949,False,False,False
3970,2017,607,978,32406,2017-12-15 02:03:17.600,32.040000915527344,23.70000076293945,0.7200000286102295,201.1100006103516,286.48001098632807,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.72727334520924,False,False,False
3971,2017,607,978,32406,2017-12-15 02:03:17.200,34.84999847412109,22.899999618530273,0.75,203.2700042724609,285.67999267578125,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,15.340909125,False,False,False
3972,2017,607,978,32406,2017-12-15 02:03:17.300,34.150001525878906,23.110000610351573,0.7300000190734862,202.63999938964844,285.8900146484375,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.93181860513949,False,False,False
3973,2017,607,978,32406,2017-12-15 02:03:12.700,50.34000015258789,22.479999542236328,0.0,163.25999450683594,105.55999755859376,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.0,False,False,False
3974,2017,607,978,32406,2017-12-15 02:03:12.800,50.349998474121094,22.479999542236328,0.009999999776482582,162.33999633789062,108.02999877929688,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.20454545042805278,False,False,False
3986,2017,607,978,32406,2017-12-15 02:03:13.200,50.459999084472656,22.46999931335449,0.07999999821186066,149.10000610351562,120.55999755859376,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.6363636034244222,False,False,False
4005,2017,607,978,32406,2017-12-15 02:03:17.900,30.040000915527344,24.290000915527344,0.6800000071525574,200.80999755859366,286.7900085449219,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,13.90909108630231,False,False,False
4006,2017,607,978,32406,2017-12-15 02:03:18.000,29.399999618530273,24.5,0.6800000071525574,200.2100067138672,286.7200012207032,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,13.90909108630231,False,False,False
4011,2017,607,978,32406,2017-12-15 02:03:13.300,50.72000122070313,22.420000076293945,0.25999999046325684,143.67999267578125,126.30999755859376,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,5.318181634930252,False,False,False
4012,2017,607,978,32406,2017-12-15 02:03:12.900,50.349998474121094,22.479999542236328,0.009999999776482582,160.42999267578125,110.37999725341795,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.20454545042805278,False,False,False
4013,2017,607,978,32406,2017-12-15 02:03:13.000,50.36000061035156,22.479999542236328,0.009999999776482582,157.57000732421875,113.1999969482422,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.20454545042805278,False,False,False
4014,2017,607,978,32406,2017-12-15 02:03:13.100,50.38000106811523,22.479999542236328,0.019999999552965164,153.75999450683594,116.27999877929688,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,0.40909090085610555,False,False,False
4018,2017,607,978,32406,2017-12-15 02:03:15.600,46.11000061035156,20.649999618530273,0.6100000143051147,194.6000061035156,271.44000244140625,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,12.47727304760462,False,False,False
4019,2017,607,978,32406,2017-12-15 02:03:15.700,45.47000122070313,20.670000076293945,0.6299999952316284,196.9600067138672,272.79998779296875,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,12.886363567465125,False,False,False
4020,2017,607,978,32406,2017-12-15 02:03:15.300,47.84000015258789,20.71999931335449,0.5099999904632568,183.1000061035156,266.82998657226557,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.431818009930252,False,False,False
4021,2017,607,978,32406,2017-12-15 02:03:15.400,47.290000915527344,20.670000076293945,0.550000011920929,188.83999633789062,268.41000366210943,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,11.250000268837184,False,False,False
4022,2017,607,978,32406,2017-12-15 02:03:15.500,46.72000122070313,20.63999938964844,0.5699999928474426,192.13999938964844,269.95999145507807,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,11.65909078869769,False,False,False
4023,2017,607,978,32406,2017-12-15 02:03:13.600,51.4099998474121,22.170000076293945,0.1599999964237213,122.11000061035156,152.42999267578125,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,3.2727272068488444,False,False,False
4024,2017,607,978,32406,2017-12-15 02:03:13.700,51.47000122070313,22.100000381469727,0.09000000357627869,113.52999877929688,164.69000244140625,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.840909168151155,False,False,False
4028,2017,607,978,32406,2017-12-15 02:03:13.800,51.5099983215332,22.040000915527344,0.07999999821186066,105.2699966430664,178.35000610351562,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,1.6363636034244222,False,False,False
4029,2017,607,978,32406,2017-12-15 02:03:13.400,51.02999877929688,22.350000381469727,0.3199999928474426,137.38999938964844,133.52000427246094,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,6.545454413697689,False,False,False
4030,2017,607,978,32406,2017-12-15 02:03:13.500,51.27000045776367,22.26000022888184,0.25999999046325684,130.22999572753906,142.1699981689453,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,5.318181634930252,False,False,False
4044,2017,607,978,32406,2017-12-15 02:03:18.100,28.770000457763672,24.70000076293945,0.6600000262260437,199.8699951171875,286.69000244140625,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,13.500000566441804,False,False,False
4045,2017,607,978,32406,2017-12-15 02:03:17.700,31.360000610351573,23.90999984741211,0.7099999785423279,201.08999633789062,286.5,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.522726866093068,False,False,False
4046,2017,607,978,32406,2017-12-15 02:03:17.800,30.690000534057607,24.10000038146973,0.699999988079071,201.0399932861328,286.6000061035156,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.318181606162815,False,False,False
4049,2017,607,978,32406,2017-12-15 02:03:18.300,27.53000068664551,25.07999992370605,0.6399999856948853,199.83999633789062,286.510009765625,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,13.090908827395378,False,False,False
4050,2017,607,978,32406,2017-12-15 02:03:18.400,26.940000534057607,25.270000457763672,0.6200000047683716,199.94999694824216,286.6700134277344,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,12.681818307534872,False,False,False
4051,2017,607,978,32406,2017-12-15 02:03:18.500,26.360000610351573,25.45000076293945,0.6100000143051147,200.44999694824216,286.739990234375,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,12.47727304760462,False,False,False
4052,2017,607,978,32406,2017-12-15 02:03:18.200,28.13999938964844,24.899999618530273,0.6600000262260437,199.67999267578125,286.6199951171875,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,13.500000566441804,False,False,False
4068,2017,607,978,32406,2017-12-15 02:03:16.100,42.72999954223633,20.8799991607666,0.7099999785423279,205.3999938964844,278.1300048828125,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.522726866093068,False,False,False
4069,2017,607,978,32406,2017-12-15 02:03:16.200,42.040000915527344,21.020000457763672,0.7099999785423279,206.08999633789062,279.16000366210943,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.522726866093068,False,False,False
4070,2017,607,978,32406,2017-12-15 02:03:15.800,44.81999969482422,20.68000030517578,0.6600000262260437,199.8800048828125,274.07000732421875,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,13.500000566441804,False,False,False
4071,2017,607,978,32406,2017-12-15 02:03:15.900,44.13999938964844,20.739999771118164,0.6800000071525574,202.6000061035156,275.45001220703125,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,13.90909108630231,False,False,False
4072,2017,607,978,32406,2017-12-15 02:03:16.000,43.430000305175774,20.809999465942386,0.7099999785423279,204.25999450683602,276.8599853515625,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,14.522726866093068,False,False,False
4075,2017,607,978,32406,2017-12-15 02:03:18.800,24.770000457763672,25.96999931335449,0.5299999713897705,200.5200042724609,287.0199890136719,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,10.840908529790758,False,False,False
4078,2017,607,978,32406,2017-12-15 02:03:18.600,25.79999923706055,25.6200008392334,0.5799999833106994,200.9900054931641,286.92999267578125,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,11.86363604862794,False,False,False
4079,2017,607,978,32406,2017-12-15 02:03:18.700,25.270000457763672,25.79999923706055,0.5600000023841858,200.91000366210938,287.0,,44,ILB,PLG,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,11.454545528767436,False,False,False
4379,2017,607,978,30558,2017-12-15 02:03:14.600,54.5099983215332,22.309999465942386,0.36000001430511475,153.14999389648438,46.09000015258789,punt,"52, 51","OLB, OLB",PLT,Punting_Lineman,Punting_Team,29793,Blocking,No,Helmet-to-helmet,32114.0,Blocked,No,2017-12-15 02:03:12.600,2017-12-15 02:03:18.900,2017-12-15 02:03:00.300,2017-12-15 02:03:51.800,2017-12-15 02:03:51.800,2017-12-15 02:03:54.100,2017-12-15 02:03:14.600,2017-12-15 02:02:54.600,7.36363667260462,False,False,False
