,season_year,gamekey,playid,gsisid,time,x,y,dis,o,dir,event,number,position,role,generalized_role,punting_returning_team,gsisid_injured,player_activity_derived,turnover_related,primary_impact_type,primary_partner_gsisid,primary_partner_activity_derived,friendly_fire,ball_snap,line_set,penalty_flag,play_submit,punt,punt_play,punt_received,tackle,mph,injured_player,primary_partner_player,left_to_right
1502,2016,5,3129,31057.0,2016-08-12 02:07:42.300,76.45999908447266,15.960000038146973,0.8100000023841859,137.08000183105472,250.9900054931641,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.56818190376744,True,False,False
1503,2016,5,3129,31057.0,2016-08-12 02:07:42.400,75.76000213623048,15.649999618530273,0.7599999904632568,139.16999816894528,251.08999633789062,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.545454384930252,True,False,False
1506,2016,5,3129,31057.0,2016-08-12 02:07:44.200,61.52999877929688,11.770000457763672,0.8500000238418579,170.89999389648438,259.739990234375,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.386364162674365,True,False,False
1507,2016,5,3129,31057.0,2016-08-12 02:07:44.300,60.709999084472656,11.649999618530273,0.8399999737739563,170.9199981689453,260.510009765625,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.181817683558194,True,False,False
1508,2016,5,3129,31057.0,2016-08-12 02:07:44.400,59.88000106811523,11.520000457763672,0.8399999737739563,177.22999572753906,260.8900146484375,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.181817683558194,True,False,False
1514,2016,5,3129,31057.0,2016-08-12 02:07:38.000,83.62999725341797,22.809999465942386,0.1899999976158142,155.8800048828125,151.60000610351562,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.886363596232563,True,False,False
1515,2016,5,3129,31057.0,2016-08-12 02:07:38.100,83.80000305175781,22.71999931335449,0.1899999976158142,155.1300048828125,154.6999969482422,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.886363596232563,True,False,False
1516,2016,5,3129,31057.0,2016-08-12 02:07:38.200,83.83999633789062,22.649999618530273,0.07999999821186066,154.47000122070312,155.72999572753906,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,1.6363636034244222,True,False,False
1517,2016,5,3129,31057.0,2016-08-12 02:07:38.300,83.83999633789062,22.53000068664551,0.119999997317791,153.63999938964844,158.0399932861328,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,2.4545454051366336,True,False,False
1518,2016,5,3129,31057.0,2016-08-12 02:07:38.400,83.80999755859375,22.3799991607666,0.1599999964237213,151.55999755859375,160.33999633789062,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.2727272068488444,True,False,False
1519,2016,5,3129,31057.0,2016-08-12 02:07:38.500,83.73000335693358,22.239999771118164,0.15000000596046448,148.27000427246094,161.77000427246094,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.0681819469185916,True,False,False
1520,2016,5,3129,31057.0,2016-08-12 02:07:45.900,47.06999969482422,10.359999656677246,0.8700000047683715,179.52999877929688,263.1099853515625,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.79545468253487,True,False,False
1521,2016,5,3129,31057.0,2016-08-12 02:07:47.900,34.470001220703125,4.110000133514403,0.44999998807907104,130.02000427246094,222.32000732421875,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,9.204545231162815,True,False,False
1522,2016,5,3129,31057.0,2016-08-12 02:07:48.000,34.36999893188477,3.819999933242797,0.3100000023841857,134.52000427246094,222.50999450683602,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,6.340909153767434,True,False,False
1523,2016,5,3129,31057.0,2016-08-12 02:07:48.100,34.240001678466804,3.6500000953674316,0.2199999988079071,141.72000122070312,220.6499938964844,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,4.499999985616281,True,False,False
1524,2016,5,3129,31057.0,2016-08-12 02:07:48.200,34.02000045776367,3.4800000190734863,0.2700000107288361,147.3000030517578,220.3000030517578,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.522727504453466,True,False,False
1528,2016,5,3129,31057.0,2016-08-12 02:07:39.500,83.8499984741211,20.25,0.4000000059604645,138.8699951171875,155.80999755859375,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,8.181818321918591,True,False,False
1530,2016,5,3129,31057.0,2016-08-12 02:07:47.000,38.54999923706055,8.489999771118164,0.75,156.39999389648438,237.6000061035156,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.340909125,True,False,False
1531,2016,5,3129,31057.0,2016-08-12 02:07:47.100,37.91999816894531,8.119999885559082,0.7300000190734862,156.3800048828125,232.69999694824216,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.93181860513949,True,False,False
1532,2016,5,3129,31057.0,2016-08-12 02:07:47.200,37.290000915527344,7.75,0.7300000190734862,148.5399932861328,232.22999572753903,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.93181860513949,True,False,False
1533,2016,5,3129,31057.0,2016-08-12 02:07:47.300,36.72000122070313,7.300000190734862,0.7300000190734862,142.5500030517578,228.8000030517578,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.93181860513949,True,False,False
1534,2016,5,3129,31057.0,2016-08-12 02:07:47.400,36.13999938964844,6.8499999046325675,0.7300000190734862,131.91000366210935,229.0500030517578,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.93181860513949,True,False,False
1535,2016,5,3129,31057.0,2016-08-12 02:07:47.500,35.66999816894531,6.320000171661378,0.7099999785423279,124.3000030517578,226.25999450683602,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.522726866093068,True,False,False
1536,2016,5,3129,31057.0,2016-08-12 02:07:47.600,35.189998626708984,5.789999961853027,0.7099999785423279,117.1999969482422,226.80999755859366,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.522726866093068,True,False,False
1537,2016,5,3129,31057.0,2016-08-12 02:07:46.000,46.20000076293945,10.340000152587892,0.8700000047683715,175.3699951171875,261.5599975585937,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.79545468253487,True,False,False
1538,2016,5,3129,31057.0,2016-08-12 02:07:46.100,45.36999893188477,10.289999961853027,0.8299999833106994,175.35000610351562,261.32000732421875,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.97727242362794,True,False,False
1539,2016,5,3129,31057.0,2016-08-12 02:07:46.200,44.54999923706055,10.229999542236328,0.8299999833106994,170.8699951171875,259.42001342773443,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.97727242362794,True,False,False
1540,2016,5,3129,31057.0,2016-08-12 02:07:46.300,43.7599983215332,10.130000114440918,0.8000000119209291,170.85000610351562,258.82998657226557,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.363636643837186,True,False,False
1541,2016,5,3129,31057.0,2016-08-12 02:07:46.400,42.959999084472656,10.029999732971193,0.8000000119209291,166.72000122070312,256.44000244140625,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.363636643837186,True,False,False
1542,2016,5,3129,31057.0,2016-08-12 02:07:46.500,42.180000305175774,9.819999694824217,0.8199999928474426,166.6999969482422,255.13999938964844,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.772727163697688,True,False,False
1543,2016,5,3129,31057.0,2016-08-12 02:07:46.600,41.38999938964844,9.619999885559082,0.8199999928474426,163.9600067138672,252.22000122070312,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,16.772727163697688,True,False,False
1544,2016,5,3129,31057.0,2016-08-12 02:07:46.700,40.650001525878906,9.359999656677246,0.7799999713897706,163.9499969482422,250.2400054931641,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,15.95454490479076,True,False,False
1545,2016,5,3129,31057.0,2016-08-12 02:07:45.800,47.95000076293945,10.369999885559082,0.8700000047683715,179.5500030517578,263.1300048828125,,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.79545468253487,True,False,False
1567,2016,5,3129,31057.0,2016-08-12 02:07:37.000,82.66000366210938,23.3700008392334,0.05000000074505806,223.07000732421875,115.62000274658205,ball_snap,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,1.022727290239824,True,False,False
1569,2016,5,3129,31057.0,2016-08-12 02:07:48.300,33.810001373291016,3.3399999141693115,0.25,162.83999633789062,217.97000122070312,tackle,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.113636375,True,False,False
1572,2016,5,3129,31057.0,2016-08-12 02:07:39.000,83.58000183105469,21.569999694824208,0.1899999976158142,131.36000061035156,165.77000427246094,punt,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.886363596232563,True,False,False
1573,2016,5,3129,31057.0,2016-08-12 02:07:43.400,68.16000366210939,13.229999542236328,0.8399999737739563,155.60000610351562,255.42999267578125,punt_received,"25, 25o","RB, RB",PLW,Punting_Wing,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,17.181817683558194,True,False,False
1644,2016,5,3129,31902.0,2016-08-12 02:07:37.100,80.58000183105469,29.45000076293945,0.5099999904632568,116.41999816894531,100.68000030517578,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,10.431818009930252,False,False,False
1645,2016,5,3129,31902.0,2016-08-12 02:07:37.200,80.73999786376955,29.3700008392334,0.17000000178813934,128.05999755859378,106.40000152587892,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.4772727715755773,False,False,False
1646,2016,5,3129,31902.0,2016-08-12 02:07:37.300,80.69000244140625,29.32999992370605,0.07000000029802321,140.3699951171875,110.66999816894531,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,1.4318181910959291,False,False,False
1673,2016,5,3129,31902.0,2016-08-12 02:07:37.600,81.05000305175781,29.459999084472656,0.15000000596046448,163.89999389648438,120.66999816894531,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.0681819469185916,False,False,False
1674,2016,5,3129,31902.0,2016-08-12 02:07:37.700,81.19999694824219,29.440000534057607,0.15000000596046448,167.77999877929688,124.61000061035156,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,3.0681819469185916,False,False,False
1675,2016,5,3129,31902.0,2016-08-12 02:07:37.800,81.47000122070312,29.38999938964844,0.2800000011920929,170.55999755859375,127.7300033569336,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,5.727272764383718,False,False,False
1676,2016,5,3129,31902.0,2016-08-12 02:07:37.900,81.72000122070312,29.21999931335449,0.3100000023841857,171.77000427246094,130.94000244140622,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,6.340909153767434,False,False,False
1684,2016,5,3129,31902.0,2016-08-12 02:07:38.500,82.86000061035155,27.3700008392334,0.3899999856948853,126.83000183105469,151.17999267578125,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,7.97727245239538,False,False,False
1689,2016,5,3129,31902.0,2016-08-12 02:07:39.600,82.87000274658203,25.20000076293945,0.239999994635582,128.30000305175778,245.7700042724609,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,4.909090810273267,False,False,False
1690,2016,5,3129,31902.0,2016-08-12 02:07:39.700,82.55000305175781,25.09000015258789,0.3400000035762787,135.85000610351562,251.1499938964844,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,6.954545543151155,False,False,False
1691,2016,5,3129,31902.0,2016-08-12 02:07:39.800,82.16000366210938,24.989999771118164,0.4000000059604645,143.24000549316406,256.08999633789057,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,8.181818321918591,False,False,False
1692,2016,5,3129,31902.0,2016-08-12 02:07:39.900,81.72000122070312,24.88999938964844,0.4600000083446503,150.52000427246094,260.51998901367193,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,9.409091100686028,False,False,False
1697,2016,5,3129,31902.0,2016-08-12 02:07:40.600,77.36000061035155,24.540000915527344,0.7200000286102295,200.72000122070312,278.3800048828125,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,14.72727334520924,False,False,False
1698,2016,5,3129,31902.0,2016-08-12 02:07:40.700,76.69000244140625,24.63999938964844,0.6700000166893005,206.6100006103516,280.20001220703125,,58,ILB,PRT,Punting_Lineman,Punting_Team,31057,Tackling,No,Helmet-to-body,32482.0,Tackled,No,2016-08-12 02:07:37.000,2016-08-12 02:07:31.400,2016-08-12 02:07:50.900,2016-08-12 02:07:51.900,2016-08-12 02:07:39.000,2016-08-12 02:07:25.100,2016-08-12 02:07:43.400,2016-08-12 02:07:48.300,13.704545826372057,False,False,False
